sep=;
0.0885;2.5723;9.6598;0.1205;2.7276;9.4189;0.0562;-0.1344;-0.1139;0.0099;-0.0134;-0.0564;797.0;115.55;49.41;-66.71;299.15;-16.07;-0.77;8.0;995.39;62.416;44.567577;-123.2747;109.67;NaN;;40.0;6.068;23.4;12 / 21;168016;2018-03-07 17:30:19:267
0.0;2.4814;9.7699;0.1474;2.6745;9.4338;0.1403;-0.0466;-0.4332;0.0032;-0.0307;-0.0521;795.0;115.44;49.16;-65.52;299.13;-15.83;-0.9;8.0;995.36;62.416;44.567577;-123.2747;109.67;NaN;;40.0;6.068;23.4;12 / 21;168515;2018-03-07 17:30:19:766
0.8231;3.1657;9.1717;0.2404;2.6061;9.451;0.1141;-0.114;-0.7144;-0.0404;-0.036;-0.0531;794.0;115.5;49.2;-66.67;298.81;-15.72;-1.28;8.0;995.29;62.416;44.567577;-123.2747;110.61;NaN;;40.57;6.068;26.8;12 / 21;169015;2018-03-07 17:30:20:266
0.548;2.4718;9.5234;0.29;2.4918;9.4804;0.1772;-0.3066;0.4894;0.0223;-0.0056;-0.0627;795.0;114.35;50.17;-66.57;299.07;-14.72;-1.75;8.0;995.25;62.416;44.567577;-123.2747;110.61;NaN;;40.57;6.068;26.8;12 / 21;169517;2018-03-07 17:30:20:768
0.2967;2.3928;9.5474;0.2636;2.5307;9.4708;-0.0979;-0.1719;0.2178;0.0223;-0.0113;-0.0505;793.0;114.01;48.66;-66.81;298.85;-14.91;-1.56;8.0;995.18;62.416;44.567577;-123.2747;111.08;NaN;;40.5;6.068;30.1;12 / 21;170015;2018-03-07 17:30:21:266
0.1053;2.6417;10.3059;0.2613;2.5501;9.4657;0.396;-0.0532;-0.0077;-0.0101;0.0082;-0.0523;787.0;114.19;49.1;-66.78;298.89;-15.07;-1.58;8.0;995.14;62.416;44.567577;-123.2747;111.08;NaN;;40.5;6.068;30.1;12 / 21;170515;2018-03-07 17:30:21:766
0.3541;2.01;9.1047;0.1778;2.4847;9.485;-0.0984;-0.3442;0.2106;0.0017;-0.0034;-0.0519;791.0;113.98;49.16;-66.76;298.98;-14.73;-1.12;8.0;995.12;62.416;44.567577;-123.2747;112.35;NaN;;40.61;6.068;33.3;12 / 21;171016;2018-03-07 17:30:22:267
0.067;2.6178;9.3009;0.219;2.5114;9.4771;-0.3856;-0.1023;0.4056;-0.041;-0.0681;-0.0413;788.0;114.07;48.67;-66.9;298.93;-14.84;-1.32;8.0;995.04;62.416;44.567577;-123.2747;112.35;NaN;;40.61;6.068;33.3;12 / 21;171517;2018-03-07 17:30:22:768
0.8734;2.053;9.7244;0.428;2.4355;9.4898;0.593;-0.572;0.0795;0.0294;-0.0193;-0.0491;783.0;112.21;48.73;-66.41;298.67;-14.38;-2.58;8.0;995.02;62.416;44.567577;-123.2747;113.16;NaN;;40.5;6.068;36.4;12 / 21;172016;2018-03-07 17:30:23:267
0.268;2.6584;9.1167;0.4475;2.5065;9.4704;-0.1434;-0.1128;-0.3941;0.0243;-0.0215;-0.0517;779.0;111.9;47.75;-66.13;298.3;-14.81;-2.71;8.0;994.97;62.416;44.567577;-123.2747;113.16;NaN;;40.5;6.068;36.4;12 / 21;172515;2018-03-07 17:30:23:766
0.6221;2.6106;9.9278;0.4076;2.4948;9.4752;0.0756;0.0184;0.4613;0.017;0.0102;-0.0546;781.0;111.34;47.56;-66.45;298.5;-14.65;-2.62;8.0;994.92;62.416;44.567577;-123.2747;114.15;NaN;;40.14;6.068;39.3;12 / 21;173016;2018-03-07 17:30:24:267
0.4929;2.3833;9.8177;0.3693;2.4942;9.477;0.0935;-0.1478;0.1365;-0.0249;-0.0026;-0.0554;778.0;111.26;47.76;-66.36;298.21;-15.06;-2.22;8.0;994.87;62.416;44.567577;-123.2747;114.15;NaN;;40.14;6.068;39.3;12 / 21;173517;2018-03-07 17:30:24:768
0.457;2.3043;9.7771;0.4013;2.4607;9.4844;0.0237;-0.2053;0.2093;0.0286;-0.0313;-0.0511;780.0;111.08;47.87;-66.55;298.62;-14.39;-2.33;8.0;994.83;62.416;44.567577;-123.2747;114.76;NaN;;40.39;6.068;42.5;12 / 21;174015;2018-03-07 17:30:25:266
0.6628;2.2588;10.0044;0.4586;2.4574;9.4827;0.3598;-0.3085;0.2813;0.0064;-0.0172;-0.0725;777.0;110.59;47.01;-66.53;298.1;-14.51;-2.77;8.0;994.78;62.416;44.567577;-123.2747;114.76;NaN;;40.39;6.068;42.5;12 / 21;174517;2018-03-07 17:30:25:768
0.1771;2.2588;9.9565;0.4465;2.4653;9.4812;-0.2085;-0.159;-0.1231;-0.0125;-0.0087;-0.0611;775.0;110.11;46.77;-66.61;298.34;-14.58;-2.75;8.0;994.75;62.416;44.567577;-123.2747;115.5;NaN;;40.21;6.068;46.0;12 / 21;175015;2018-03-07 17:30:26:266
-0.0191;2.3426;9.9852;0.4279;2.447;9.4868;-0.1414;-0.1155;0.5161;0.0056;-0.0081;-0.0483;775.0;110.86;46.52;-65.11;297.98;-14.45;-2.58;8.0;994.7;62.416;44.567577;-123.2747;115.5;NaN;;40.21;6.068;46.0;12 / 21;175515;2018-03-07 17:30:26:766
0.4187;2.4383;9.5139;0.4122;2.4212;9.4941;-0.0671;-0.3516;0.142;0.0123;0.0066;-0.0421;772.0;110.64;46.49;-65.04;297.62;-14.42;-2.5;8.0;994.65;62.416;44.567577;-123.2747;116.45;NaN;;39.89;6.068;49.6;12 / 21;176016;2018-03-07 17:30:27:267
0.2752;2.3665;9.9948;0.3881;2.4398;9.4904;-0.2736;-0.1054;-0.2239;0.0117;-0.0164;-0.0302;772.0;110.35;46.15;-65.42;297.9;-14.41;-2.34;8.0;994.61;62.416;44.567577;-123.2747;116.45;NaN;;39.89;6.068;49.6;12 / 21;176516;2018-03-07 17:30:27:767
0.079;1.8808;9.7579;0.31;2.4014;9.503;-0.3782;-0.1618;0.3276;3.0E-4;-5.0E-4;-0.0255;773.0;109.8;46.57;-65.39;298.41;-14.23;-1.9;8.0;994.57;62.416;44.567577;-123.2747;117.21;NaN;;39.78;6.068;52.0;12 / 21;177016;2018-03-07 17:30:28:267
0.2513;2.065;9.6287;0.3661;2.3753;9.5076;0.0232;-0.1135;-0.0124;-0.0087;-0.0231;-0.0456;771.0;109.36;45.85;-65.01;298.04;-14.02;-2.2;8.0;994.52;62.416;44.567577;-123.2747;117.21;NaN;;39.78;6.068;52.0;12 / 21;177516;2018-03-07 17:30:28:767
0.1388;2.3785;9.8082;0.3056;2.3451;9.5172;-0.0025;-0.0255;0.1501;0.0152;0.0381;-0.0621;773.0;109.49;46.76;-66.41;298.46;-13.81;-2.18;8.0;994.48;62.416;44.567577;-123.2747;118.41;NaN;;39.64;6.068;53.8;12 / 21;178015;2018-03-07 17:30:29:266
-0.122;2.1583;10.1886;0.1966;2.4172;9.5021;-0.1826;-0.1684;0.0321;0.0023;0.0058;-0.0586;770.0;109.12;45.41;-66.98;298.48;-14.27;-1.29;8.0;994.44;62.416;44.567577;-123.2747;118.41;NaN;;39.64;6.068;53.8;12 / 21;178515;2018-03-07 17:30:29:766
-0.079;1.4022;9.7675;0.1951;2.2764;9.5368;0.0639;-0.8538;0.6067;0.0384;0.0047;-0.0629;772.0;108.98;45.41;-66.49;298.33;-13.61;-1.4;8.0;994.41;62.416;44.567577;-123.2747;119.25;NaN;;39.42;6.068;57.0;12 / 21;179015;2018-03-07 17:30:30:266
0.0191;1.675;8.7769;0.185;2.2922;9.5332;-0.3551;-0.8705;-0.8006;0.0044;-0.0441;-0.0354;766.0;109.1;44.3;-66.46;297.63;-13.52;-1.11;8.0;994.37;62.416;44.567577;-123.2747;119.25;NaN;;39.42;6.068;57.0;12 / 21;179515;2018-03-07 17:30:30:766
0.1172;1.0504;10.0738;0.3139;2.0617;9.5823;-0.086;-0.6887;-0.1475;0.0062;-0.0455;-0.0208;767.0;108.46;44.68;-67.07;297.54;-12.1;-1.74;8.0;994.35;62.416;44.567577;-123.2747;120.05;NaN;;37.3;6.068;59.9;12 / 21;180016;2018-03-07 17:30:31:267
0.256;1.3711;10.1743;0.3756;1.9736;9.5986;0.1007;-0.5929;0.0985;-0.0168;-0.0254;-0.0379;767.0;108.06;44.8;-65.92;297.08;-11.61;-2.24;8.0;994.31;62.416;44.567577;-123.2747;120.05;NaN;;37.3;6.068;59.9;12 / 21;180515;2018-03-07 17:30:31:766
0.3517;1.73;9.1932;0.3887;1.945;9.604;-0.1116;-0.2672;0.1369;0.0109;-0.0162;-0.0452;765.0;107.95;44.64;-66.11;296.97;-11.43;-2.37;8.0;994.29;62.416;44.567577;-123.2747;120.75;NaN;;33.73;6.068;62.0;12 / 21;181016;2018-03-07 17:30:32:267
0.1747;1.8975;10.0546;0.4269;1.8678;9.6177;-0.2463;-0.0403;0.176;0.0048;-0.0065;-0.0485;765.0;106.73;43.98;-66.02;296.54;-10.98;-2.54;8.0;994.26;62.416;44.567577;-123.2747;120.75;NaN;;33.73;6.068;62.0;12 / 21;181516;2018-03-07 17:30:32:767
0.1866;2.0937;9.8584;0.4365;1.918;9.6073;-0.2113;-0.0964;0.2904;-0.0107;-0.0156;-0.0479;763.0;106.85;43.75;-65.33;296.58;-11.34;-2.6;8.0;994.23;62.416;44.567577;-123.2747;121.33;NaN;;30.74;6.068;64.8;12 / 21;182015;2018-03-07 17:30:33:266
-0.0287;1.9932;9.1286;0.4184;1.9792;9.5957;-0.4016;0.1817;-0.1684;0.0148;-0.004;-0.0417;761.0;106.26;43.45;-65.13;296.88;-11.43;-2.64;8.0;994.2;62.416;44.567577;-123.2747;121.33;NaN;;30.74;6.068;64.8;12 / 21;182515;2018-03-07 17:30:33:766
-0.0718;1.9119;9.7388;0.3588;1.979;9.5982;-0.3848;-0.0462;0.0233;-0.0074;-0.0062;-0.0291;761.0;106.49;44.06;-65.79;297.16;-11.73;-2.22;8.0;994.18;62.416;44.567577;-123.2747;121.8;NaN;;29.2;6.068;67.6;12 / 21;183015;2018-03-07 17:30:34:266
0.0933;1.8831;9.6215;0.2996;1.9525;9.6056;-0.1716;-0.1222;-0.2807;0.0144;-0.0089;-0.0242;761.0;106.13;43.01;-65.2;296.75;-11.48;-1.79;8.0;994.13;62.416;44.567577;-123.2747;121.8;NaN;;29.2;6.068;67.6;12 / 21;183515;2018-03-07 17:30:34:766
0.347;1.7468;9.3942;0.295;1.9343;9.6095;-0.0964;-0.118;-0.4351;-0.0211;-0.0276;-0.0232;759.0;106.08;42.82;-65.11;296.79;-11.5;-1.69;8.0;994.1;62.416;44.567577;-123.2747;122.33;NaN;;27.86;6.068;69.2;12 / 21;184015;2018-03-07 17:30:35:266
0.1723;1.6678;10.0499;0.334;1.8383;9.627;-0.0294;-0.1262;0.4025;-0.0021;-0.0073;-0.0356;762.0;107.01;42.4;-62.22;296.17;-10.96;-1.83;8.0;994.06;62.416;44.567577;-123.2747;122.33;NaN;;27.86;6.068;69.2;12 / 21;184515;2018-03-07 17:30:35:766
0.4235;1.4788;9.9278;0.3239;1.82;9.6308;-0.0614;-0.2183;-0.0864;-0.0072;-0.0054;-0.0452;762.0;106.19;41.14;-61.23;295.26;-10.74;-1.95;8.0;994.07;62.416;44.567577;-123.2747;122.83;NaN;;26.14;6.068;70.8;12 / 21;185016;2018-03-07 17:30:36:267
0.3206;1.4501;9.9374;0.3103;1.7455;9.6451;-0.1401;-0.3707;0.0712;-0.0121;-0.0172;-0.0466;763.0;105.62;41.95;-64.99;295.83;-10.25;-1.84;8.0;994.02;62.416;44.567577;-123.2747;122.83;NaN;;26.14;6.068;70.8;12 / 21;185516;2018-03-07 17:30:36:767
0.323;1.2969;9.8489;0.2236;1.5567;9.6797;-0.0665;-0.0466;-0.026;-0.007;-0.0117;-0.0428;762.0;104.35;42.67;-63.73;296.39;-9.31;-1.42;8.0;994.02;62.416;44.567577;-123.2747;123.05;NaN;;23.83;6.068;73.8;12 / 21;186016;2018-03-07 17:30:37:267
-0.1388;1.5266;9.7292;0.1648;1.4596;9.696;-0.1383;-0.028;0.0453;-0.0231;-0.0081;-0.0295;765.0;103.94;41.16;-63.72;295.36;-8.56;-0.97;8.0;993.99;62.416;44.567577;-123.2747;123.05;NaN;;23.83;6.068;73.8;12 / 21;186515;2018-03-07 17:30:37:766
-0.0718;1.4548;9.9159;0.0964;1.3786;9.7088;-0.1112;0.1227;-0.0604;-0.0091;-0.0022;-0.0175;768.0;104.52;42.08;-64.67;295.57;-8.12;-0.64;8.0;993.98;62.416;44.567577;-123.2747;123.55;NaN;;21.24;6.068;76.1;12 / 21;187015;2018-03-07 17:30:38:266
-0.1986;1.0433;9.9518;0.0179;1.3167;9.7178;-0.2541;-0.1931;0.0127;-0.016;-0.006;-0.0081;769.0;104.37;41.89;-65.68;295.61;-7.88;-0.23;8.0;993.97;62.416;44.567577;-123.2747;123.55;NaN;;21.24;6.068;76.1;12 / 21;187515;2018-03-07 17:30:38:766
0.0072;0.7513;10.0546;0.0048;1.191;9.7341;-0.0017;-0.2447;0.0108;-0.0172;-0.0126;-0.0165;771.0;104.53;42.56;-64.61;295.77;-7.14;-0.07;8.0;993.96;62.416;44.567577;-123.2747;123.9;NaN;;18.79;6.068;77.1;12 / 21;188015;2018-03-07 17:30:39:266
0.3493;1.0002;9.8728;0.1026;1.1345;9.7403;0.2195;-0.0667;0.1835;7.0E-4;-0.0034;-0.0625;770.0;104.63;42.9;-64.32;295.32;-6.64;-0.6;8.0;993.97;62.416;44.567577;-123.2747;123.9;NaN;;18.79;6.068;77.1;12 / 21;188515;2018-03-07 17:30:39:766
1.0409;0.7202;10.1288;0.4103;1.0496;9.7417;0.4671;-0.1449;0.0552;-0.0062;-0.0472;-0.1627;772.0;105.6;41.72;-64.59;294.31;-6.4;-1.57;8.0;993.97;62.416;44.567577;-123.2747;123.72;NaN;;15.41;6.068;79.8;12 / 21;189015;2018-03-07 17:30:40:266
0.95;0.7202;9.7986;0.6115;1.0244;9.7338;0.2213;-0.1181;-0.1572;0.0025;-0.0464;-0.2293;774.0;105.04;39.18;-64.34;292.37;-6.0;-3.59;8.0;993.95;62.416;44.567577;-123.2747;123.72;NaN;;15.41;6.068;79.8;12 / 21;189516;2018-03-07 17:30:40:767
-0.39;1.1581;9.9398;0.6244;1.0771;9.7273;-1.0344;-0.0237;0.0314;-0.0025;-0.0278;-0.1829;773.0;107.45;37.54;-61.75;291.52;-6.26;-3.82;8.0;993.95;62.416;44.567577;-123.2747;123.83;NaN;;12.1;6.068;92.7;12 / 21;190015;2018-03-07 17:30:41:266
-0.7729;1.3711;9.7484;0.4707;1.1248;9.7305;-1.2484;0.2091;-0.1505;-0.0052;-0.0014;-0.0419;773.0;106.07;37.61;-62.54;291.5;-6.5;-3.28;8.0;993.95;62.416;44.567577;-123.2747;123.83;NaN;;12.1;6.068;92.7;12 / 21;190516;2018-03-07 17:30:41:767
-0.9021;1.5912;9.5498;0.0358;1.2788;9.7228;-0.9494;0.2948;-0.1793;-0.0019;0.0064;0.0466;774.0;105.83;36.59;-61.73;292.2;-7.05;-1.63;8.0;993.94;62.416;44.567577;-123.2747;123.91;NaN;;9.61;6.068;100.3;12 / 21;191016;2018-03-07 17:30:42:267
-0.9715;1.2778;9.588;-0.1155;1.2513;9.7258;-0.9027;9.0E-4;-0.1439;-0.0062;0.0284;0.1217;773.0;105.6;37.6;-61.38;293.44;-7.33;0.68;8.0;993.96;62.416;44.567577;-123.2747;123.91;NaN;;9.61;6.068;100.3;12 / 21;191515;2018-03-07 17:30:42:766
-0.4594;1.1127;9.9015;-0.343;1.2523;9.7203;-0.0185;-0.1078;-0.0363;-0.0066;0.0243;0.1592;773.0;105.42;38.88;-62.54;294.67;-7.38;1.94;8.0;993.96;62.416;44.567577;-123.2747;124.14;NaN;;8.93;6.068;89.7;12 / 21;192016;2018-03-07 17:30:43:267
0.2273;-0.2656;10.0834;-0.334;1.1203;9.7367;0.3013;-1.4321;0.3556;0.0023;0.0164;0.1226;773.0;105.2;40.47;-62.41;294.67;-6.56;1.96;8.0;993.97;62.416;44.567577;-123.2747;124.14;NaN;;8.93;6.068;89.7;12 / 21;192516;2018-03-07 17:30:43:767
-0.0502;0.8255;9.6957;-0.2977;1.1265;9.7372;0.4379;-0.4101;-0.1207;0.0054;0.0082;0.0877;770.0;105.78;40.89;-63.1;294.95;-6.61;1.82;8.0;993.96;62.416;44.567577;-123.2747;124.19;NaN;;6.62;6.068;78.3;12 / 21;193017;2018-03-07 17:30:44:268
0.2871;0.3565;9.947;-0.192;0.911;9.7624;0.392;-0.5885;0.1394;7.0E-4;-0.0016;0.0417;770.0;105.06;41.42;-61.83;294.26;-5.33;1.13;8.0;993.96;62.416;44.567577;-123.2747;124.19;NaN;;6.62;6.068;78.3;12 / 21;193516;2018-03-07 17:30:44:767
-0.1268;1.6893;9.8321;-0.0864;0.7623;9.7766;0.1317;0.0783;0.0022;0.0017;3.0E-4;0.0033;769.0;105.33;41.93;-61.7;294.21;-4.57;0.64;8.0;993.95;62.416;44.567577;-123.2747;124.19;NaN;;6.62;6.068;78.3;12 / 21;194015;2018-03-07 17:30:45:266
-0.1675;1.9047;9.6191;-0.108;0.9456;9.7604;-0.0467;0.9112;-0.3054;-9.0E-4;-7.0E-4;0.0016;768.0;105.51;41.86;-61.98;294.36;-5.34;0.63;8.0;993.94;62.416;44.567577;-123.2747;124.19;NaN;;6.62;6.068;78.3;12 / 21;194516;2018-03-07 17:30:45:767
-0.1795;1.7228;9.7938;-0.1376;1.3253;9.7157;-0.0401;0.3879;-0.0476;-3.0E-4;-4.0E-4;0.0016;767.0;105.21;41.19;-61.82;295.01;-7.17;0.76;8.0;993.96;62.416;44.567577;-123.2747;124.19;NaN;;6.62;6.068;78.3;12 / 21;195015;2018-03-07 17:30:46:266
-0.3996;1.9932;9.8177;-0.1905;1.6091;9.6719;-0.08;0.2637;-0.0537;0.0093;0.0157;0.0012;767.0;105.49;41.99;-63.03;296.67;-9.44;1.13;8.0;993.94;62.416;44.567577;-123.2747;124.19;NaN;;6.62;6.068;78.3;12 / 21;195516;2018-03-07 17:30:46:767
0.8566;1.3113;8.6285;0.6152;1.3967;9.6872;0.2389;0.7485;0.6206;0.0557;0.537;0.0831;770.0;101.58;43.92;-58.66;294.12;-7.94;-9.33;8.0;993.95;62.416;44.567577;-123.2747;124.19;NaN;;6.62;6.068;78.3;12 / 21;196016;2018-03-07 17:30:47:267
-0.1484;1.7946;9.7603;-0.1879;1.6539;9.6644;-0.0037;0.0942;0.0043;-7.0E-4;-0.0014;0.0012;765.0;110.53;39.68;-57.38;294.21;-9.71;1.11;8.0;993.96;62.416;44.567577;-123.2747;124.19;NaN;;6.62;6.068;78.3;12 / 21;196516;2018-03-07 17:30:47:767
-0.2225;1.7683;9.7675;-0.1929;1.7202;9.6527;0.0045;0.0495;-0.0105;-0.0013;-5.0E-4;0.0012;765.0;108.0;38.08;-55.48;293.91;-10.02;1.17;8.0;993.94;62.416;44.567577;-123.2747;124.19;NaN;;6.62;6.068;78.3;12 / 21;197016;2018-03-07 17:30:48:267
-0.2321;1.7898;9.7436;-0.201;1.7462;9.6478;-0.0168;0.0161;-0.019;-3.0E-4;-5.0E-4;0.0014;765.0;109.39;39.57;-52.59;294.5;-10.23;1.17;8.0;993.96;62.416;44.567577;-123.2747;124.19;NaN;;6.62;6.068;78.3;12 / 21;197516;2018-03-07 17:30:48:767
-0.1842;1.7779;9.7627;-0.1988;1.7556;9.6462;0.0209;0.0145;-0.0181;-3.0E-4;-0.0014;0.0012;763.0;109.33;39.84;-52.11;294.45;-10.29;1.2;8.0;993.95;62.416;44.567577;-123.2747;124.19;NaN;;6.62;6.068;78.3;12 / 21;198015;2018-03-07 17:30:49:266
4.5703;-4.6516;10.9352;3.492;-0.004;9.1639;-0.3897;-2.7788;0.1075;-0.4827;-0.5383;0.0381;817.0;93.57;46.54;-12.4;297.04;0.02;-20.86;8.0;993.89;62.416;44.567577;-123.2747;124.19;NaN;;6.62;6.068;78.3;12 / 21;198516;2018-03-07 17:30:49:767
2.1583;2.1918;10.7175;0.1936;2.5164;9.4763;3.6259;1.2139;-1.5744;-1.7959;1.4625;0.8006;371.0;68.93;1.68;13.71;268.32;-14.87;-1.17;8.0;993.92;62.416;44.567577;-123.2747;124.19;NaN;;6.62;6.068;78.3;12 / 21;199016;2018-03-07 17:30:50:267
0.4331;-3.6658;10.3418;0.3355;-1.4298;9.6961;-0.0898;-0.6177;-0.0024;0.0418;0.4095;-0.0886;261.0;80.05;30.93;48.23;295.93;8.38;-1.98;8.0;994.1;62.416;44.567577;-123.2747;124.19;NaN;;6.62;6.068;78.3;12 / 21;199516;2018-03-07 17:30:50:767
-0.0191;-1.4213;9.667;0.129;-1.4443;9.6989;-0.0471;0.0106;-0.0328;-0.0027;0.0027;2.0E-4;261.0;78.82;28.55;43.76;294.26;8.46;-0.81;8.0;994.02;62.416;44.567577;-123.2747;124.87;NaN;;1.37;6.068;78.0;12 / 21;200016;2018-03-07 17:30:51:267
0.0933;-1.4764;9.868;0.1176;-1.4602;9.6966;-0.0108;-0.0115;7.0E-4;-7.0E-4;-5.0E-4;0.0012;260.0;78.87;29.06;44.0;294.27;8.56;-0.69;8.0;993.98;62.416;44.567577;-123.2747;124.87;NaN;;1.37;6.068;78.0;12 / 21;200516;2018-03-07 17:30:51:767
0.1579;-1.4812;9.8393;0.1144;-1.465;9.6959;0.006;0.0029;0.0162;-9.0E-4;-0.001;0.001;259.0;78.11;28.94;43.78;294.54;8.59;-0.66;8.0;993.98;62.416;44.567577;-123.2747;124.87;NaN;;1.37;6.068;78.0;12 / 21;201015;2018-03-07 17:30:52:266
0.1053;-1.5027;9.8393;0.1117;-1.4694;9.6953;0.0016;-0.0128;0.0039;-9.0E-4;1.0E-4;0.0012;260.0;78.37;29.12;44.39;294.55;8.62;-0.66;8.0;993.98;62.416;44.567577;-123.2747;124.87;NaN;;1.37;6.068;78.0;12 / 21;201516;2018-03-07 17:30:52:767
0.1795;-1.541;9.8991;0.1059;-1.4657;9.6959;-0.0675;0.0416;-0.0025;-0.0052;-0.0099;-6.0E-4;259.0;78.91;29.21;44.18;294.27;8.61;-0.64;8.0;993.98;62.416;44.567577;-123.2747;124.87;NaN;;1.37;6.068;78.0;12 / 21;202016;2018-03-07 17:30:53:267